retail,categoria,precio_internet,comentario,rating
ripley,hogar,249990.0,"el colchon es de buena calidad, duermo con mi hijo de 3 anos, y yo peso 57 kilos , pero en el lado mio ya esta desgastado, llevo como 8 meses con el colchon, no deberia tener problemas, tengo que cambiar de posicion el colchon para estabilizarlo , como que los resoltes estan desgastados",3.0
ripley,hogar,47990.0,Excelentes,5.0
ripley,hogar,66990.0,"Excelente producto, totalmente recomendable",5.0
ripley,hogar,29990.0,"Horribles de malas, una noche y amanecieron planas como estampillas, mi cuello torcido, pesimas La peor compra de mi vida  ",1.0
ripley,hogar,33990.0,Muy buen producto,5.0
ripley,hogar,83990.0,Me gusto el producto muy facil de armar y se ve muy bien,5.0
ripley,hogar,99990.0,"Hermoso, justo como queria un rack, facil de armar madera de buena calidad",5.0
ripley,hogar,17190.0,"Sencillamente expectaculares las almohadas, si buscan algo por lo cual no arrepentirse, estas almohadas son las correctas, no se deforman, su altura para quien se acostumbro a almohadas que pierden forma tal vez sea un poco extrana la primera noche, pero al otro dia ya no querras dejar de usarla Encargamos 3 packs mas por que a mis familiares les encantaron Excelente!",5.0
ripley,hogar,52990.0,"Excelente almohada, la mejor compra que he realizado Son muy comodas las fundas se lavan y quedan top La almohada se amolda a la cabeza y hombros lo cual hace que el descanso sea placentero Amo mis almohadas",5.0
ripley,hogar,229990.0,"Muy buen producto, realiza un aspirado profundo , la recomiendo de todas formas",5.0
ripley,hogar,229990.0,Ver cooler es muy  buena  Silenciosa y tiene gran capacidad de almacenamiento  Mantiene el frio Y su tamano es perfecto para mi hogar,5.0
ripley,hogar,239990.0,Rebeca,1.0
ripley,hogar,119990.0,"El producto solo es un ventilador, muy mala compra, fue una decepcion total",1.0
ripley,hogar,509990.0,Excelente producto precio y calidad la recomiendo totalmente lo mejor en lavado,5.0
ripley,hogar,479990.0,Buena eficiencia energetica,5.0
ripley,hogar,269990.0,me compre esta lavadora en tienda y la verdad que me gusta por que es perfecta para el departamento funciona muy bien lava excelente y su centrifugado es muy rapido la recomiendo para todos,5.0
ripley,hogar,179990.0,Me gusto Mucho por el sistema de lavado rapido y eficiente encontre la marca por instagram y me gusto mucho la combinacion de precio y calidad,5.0
ripley,hogar,309990.0,"Mala! ,, la compre por recomendaciones y comentarios , pero al primer lavado en el momento de centrifugado hace demasiado ruido , da la impresion de que fuera un tarro dando vueltas ,, alparecer tuvimos mala suerte ,,, aun estoy a la espera de que vengan  a buscarla para poder hacer efectivo el cambio",1.0
ripley,hogar,379990.0,Buenisimo! Cada dia me pregunto por que no lo compre antes,5.0
ripley,hogar,259990.0,"En Instagram me percate que la hacian bastante publicidad a la marca Midea, mas un familiar que tenia un producto de la misma decidi comprar un refrigerador, con confie en los buenos comentarios de la marca y quede conforme con el producto Buena marca, seguire comprando de sus productos!",5.0
ripley,tecnologia,49990.0,excelente,5.0
ripley,tecnologia,129990.0,"El reloj es hermoso, pero la bateria dura con suerte dos dias  no cumplio mis espectativas",3.0
ripley,tecnologia,179990.0,"Muy bonito el el reloj, super conforme con la compra La correa es pastica, de buena calidad pero no me gusto, agrego que dentro viene otra correa mas pequena son intercambiables que es la que usare Ademas la aplicacion Samsung Pay para hacer pagos en comercios con Transbank no esta disponible en Chile, no sirve de nada que tenga NFC hasta el momento si no puedo hacer uso de ella Me resulto novedoso que el reloj tenga audifonos y parlantes, ya que tambien son resistentes al agua, en fin Super bonito el reloj, de buena calidad y resistente a toda prueba",5.0
ripley,hogar,459990.0,"Pesimo La tela de las sillas es de muy mala calidad, ademas que tiene mucho detalles de fabrica La madera es muy debil, se raya y quiebra facilmente Ademas del servicio de despacho es malisimo, porque no llega el dia que estipulan",1.0
ripley,hogar,349990.0,"Simplemente MARAVILLOSO! Lo ame Dejo este review porque en su momento me ayudo a tomarla decision de compra Es muy firme, super amplio (porque los cojines del espaldar son removibles) y da espacio para acostarse El color muy combinable Muy buena compra",5.0
ripley,hogar,289990.0,Excelente producto!    Facil de armar y muy comodo!  Completamente recomendable!,5.0
ripley,hogar,299990.0,"Sencillamente es genial Habia tenido otros berger pero no Rosen, y la calidad se nota, la construccion es firme, el tamano es adecuado y cumple con su objetivo principal a cabalidad, la comodidad Excelente producto a un precio razonable",5.0
ripley,hogar,319990.0,"Muy comodo, llevo casi un ano con el y ningun problemas, la tela es algo delicada pero manteniendolo con cubiertas no hay problema ( No salen mas de 15 Lucas en Aliexpress)",5.0
ripley,hogar,529990.0,Lo compramos en febrero Y todo impecable ,5.0
ripley,moda,13990.0,excelente igual a la imagen  la talla corresponde  si quieres que quede mas holgado hay que elegir una talla mas,5.0
ripley,moda,13990.0,Preciosa falda Las medidas son exactamente las que aparecen en la tabla de medidas El material se ve de buena calidad y las terminaciones son lindas  Recomendada totalmente!,5.0
ripley,moda,17490.0,"El jeans tiene 2 botones, no es como en la foto",1.0
ripley,moda,17490.0,"Muy bonito, buen calse y muy comodo",5.0
ripley,moda,17490.0,Muy lindo pero las tallas son mas pequenas que lo normal Soy 36 y tuve que comprar 38,5.0
ripley,moda,10490.0,Muy bello el jeans,5.0
ripley,moda,13990.0,"Buen producto, mezclilla gruesa, buen diseno, me gusto mucho Cumplio con mis expectativas, lo  recomiendo",5.0
ripley,moda,20990.0,"Llego en buenas condiciones y corresponde con la fotografia, le encanto a mi hija",5.0
ripley,moda,6990.0,"Muy comodo y suave, concuerda con las medidas !",5.0
ripley,belleza,21990.0,"El producto es igual a las fotos esteticamente, es muy lindo y cumple con su funcion, sin embargo es mucho mas grande y pesado de lo que uno piensa, por lo que les dejo las dimensiones (ya que no aparecen en ningun lado) ",5.0
ripley,belleza,39990.0,"POR LEJOS MI PERFUME FAVORITO!!!  Lo mejor es la crema y gel de ducha con el aroma de La Vie Est Belle, me fascina!",5.0
ripley,belleza,35990.0,Me encanto !!,5.0
ripley,tecnologia,20990.0,Es un vidrio pintado sobre un fondo blanco; no es una lamina de plumas,3.0
ripley,belleza,98990.0,"Cero demostracion, llevo mas de 1 mes aplicando la crema y no veo resultados, el dinero invertido de  100000 pesos Aproximadamente ha sido un completo desperdicio, como Institucion NO deberian dar tanto enfasis a un Producto 100% Confiable, ya que los Compradores caen en su Publicidad Enganosa",1.0
ripley,moda,4190.0,"Compre la blanca y gris de leopardo, super bellas",5.0
ripley,moda,11890.0,No lo revise bien pero al revisarlo me di cuenta que venia con unas manchas naranjas aun no me han dado ninguna respuesta era lo que yo queria como puse en los comentarios pero que fome que tenia unas manchas,3.0
ripley,tecnologia,339990.0,"Buen equipo, rapido Ideal para uso escolar Aunque es un detalle, tiene solo tres puertos usb y dos se ocupan con el mouse y el teclado, por lo tanto considerar usar con un hub usb si se necesita conectar mas cosas",5.0
ripley,tecnologia,409990.0,"equipo muy lento ,",3.0
ripley,tecnologia,399990.0,"Malo, es un tarro suena demasiado y ademas vibra!!! necesitare devolverlo y Ripley no establece contacto NO LO COMPREN",1.0
ripley,tecnologia,449990.0,Este modelo trae Lector de Huella y VGA Gracias,5.0
ripley,tecnologia,479990.0,Excelente es muy rapido tiene mucha capacidad y ademas no se pega enciende rapido al igual que el apagado me encanto sobre todo el teclado alfanumerico y lo tengo ya hace dos meses lo recomiendo   ,5.0
ripley,tecnologia,429990.0,La verdad me sorprendio este notebook hasta el momento todo bien ningun problema De hecho lo compre con miedo donde leia comentarios del ventilador pero en verdad suena pero super poco y muchas veces ni se percibe no es como dicen que supuestamente no se podian ni concentrar Tiene un diseno muy lindo y es muy liviano,5.0
ripley,tecnologia,509990.0,"Es rapido y liviano, pero la bateria dura unas 5 horas, el ventilador de a ratos suena mucho y no reconoce 5Ghz a pesar que el router trabaja a doble frecuencia",3.0
ripley,tecnologia,419990.0,"Buen equipo, bastante rapido, lo unico malo que no tiene conexion por cable de red",5.0
ripley,tecnologia,189990.0,"Ayer recibi mi producto antes de lo esperado, muy puntuales en la entrega Facil instalacion, imprime super, cumple mis espectativas",5.0
ripley,tecnologia,439990.0,"Muy liviano Cumple la funcion Me parecio un poco lento al primer inicio El material es como plastico duro, no es tan lindo esteticamente",5.0
ripley,tecnologia,459990.0,Excelente producto,5.0
ripley,tecnologia,119990.0,"La Multifuncional es lo que pensaba, le doy poco uso en realidad pero estoy conforme hasta el momento, lo que si me encantaria es que la empresa considere incluir un elemento tan importante como lo es el cable para poder conectarla, aunque sea de bajo costo para uno , la empresa deberia incluirlo ya que es parte fundamental del articulo y es sumamente necesario  para poder usarla",5.0
ripley,tecnologia,199990.0,muy buena compra,5.0
ripley,tecnologia,159990.0,"Te controla como gastar tus datos y no te da libertad de opcion al respecto, no te deja descargar torrente  Escupitajo en el suelo",1.0
ripley,tecnologia,209990.0,"Excelente producto, esta tablet me funciona perfecto para revisar y editar mis documentos, ademas con el SPen puedo tener mayor precision y es super util para hacer actividades entretenidas con los ninos",5.0
ripley,hogar,279990.0,"Bonito y practico,PEROOOOOO  ",3.0
ripley,hogar,159990.0,"Malo, no duro mas alla de 9 meses y todos los resortes ",1.0
ripley,hogar,269990.0,"Buen producto acorde al precio!   Ahorrador de espacio  , muy alta eso si   pero a mi hijo le encanto       ",5.0
ripley,hogar,319990.0,"Producto premium de mala calidad, recien armada y la parte superior rechinar al apoyarse, estructura delgada y de mala calidad, la cama inferior lo mismo despues de 2 dias se quebro unos de los palos de soporte Producto de muy mala calidad y para variar Ripley no responde a los reclamos y solicitudes de devolucion",1.0
ripley,hogar,33990.0,"Muy suaves muy buen producto, me guie por las recomendaciones y no se equivocaron",5.0
ripley,hogar,27990.0,"Me encantan! Son suaves y quedan muy muy bien en las camas con colchon mas alto  al lavarlas salen bastante arrugadas pero muy buena textura, muy conforme con mi compra",5.0
ripley,hogar,25990.0,"Excelente producto, cumple con todas mis expectativas",5.0
ripley,hogar,12790.0,"La he comprado dos veces, para diferentes casas Es la mejor almohada, me encanta!!! la compraria mil veces mas La recomiendo  a ojos cerrados",5.0
ripley,hogar,5990.0,nada fuera de lo normal,3.0
ripley,hogar,6990.0,Buen producto  por el precio,5.0
ripley,hogar,9990.0,"Es bastante grande, muy suave y esponjosa La recomiendo",5.0
ripley,hogar,179990.0,Me encanto excelente calidad,5.0
ripley,hogar,189990.0,"Buen producto mis hijos quedaron encantados,",5.0
ripley,hogar,449990.0,Bueno bonito y barato  ,5.0
ripley,hogar,329990.0,Excelente producto y muy facil de armar,5.0
ripley,hogar,429990.0,"Excelente producto, el colchon tiene firmeza para los que nos gusta descansar la espalda, no es blando, pero tampoco es duro, para mi esta perfecto Las bases vienen desarmadas, recomiendo tener destornillador y taladro para poder armarlo exactamente como debe quedar Armado se ve muy bonito, los veladores era lo unico que venia armado esperemos que tenga buena calidad y durabilidad",5.0
ripley,hogar,339990.0,"Muy buena calidad, super comoda la tengo hace mas de un ano y ningun problema 100% recomendable",5.0
ripley,hogar,539990.0,Es suave y alta para limpiar abajo de la cama La recomiendo,5.0
ripley,hogar,119990.0,"Las camas miden 2 metros de largo, compre de 1 plaza y media y el colchon es mas chico que lata que te vendan algo que no sirve, en la etiqueta del colchon dice 2 metros de largo, si las medidas son universales solo frustracion",3.0
ripley,hogar,139990.0,No es tan blando como lo imaginaba al ser ,5.0
ripley,hogar,169990.0,"Muy buen producto, y a buen precio",5.0
ripley,hogar,249990.0,"El producto es de alta calidad, se nota en los detalles, terminaciones, tela, consistencia y firmeza, sin embargo para mi es demasiado duro, llevo 2 noches con el colchon y me despierto del dolor de cuerpo entero!!!! sin embargo mi pareja dice que no ha tenido problemas, yo soy mucho mas liviana a lo mejor eso influye, pero en realidad he tenido pesimas 2 noches, quiero cambiarlo!",3.0
ripley,hogar,47990.0,perfectas!,5.0
ripley,hogar,29990.0,"el producto no es muy bueno, creo que le colocaron 3 plumas, demasiadas plana",3.0
ripley,hogar,33990.0,"Excelente producto, buena calidad Cumple con su funcion",5.0
ripley,hogar,83990.0,"muy buen producto, facil de armar y apropiado para una sala de estar",5.0
ripley,hogar,99990.0,"No me arrepiento  de la  compra,  facil en armado  y cumple  con  lo que necesitaba  ideal  para tv de  55     Aparte que lo compre en super oferta   XD",5.0
ripley,hogar,17190.0,Muy comoda de buena calidad,5.0
ripley,hogar,229990.0,Funciono solo una semana Tendre que devolver el producto pero nadie me devolvera el tiempo de espera para el despacho y luego para el arreglo fallido,1.0
ripley,hogar,229990.0,"El beer cooler es Genial, con muy buena capacidad de almacenaje y buen sistema de enfriamiento",5.0
ripley,hogar,179990.0,"Sus cualidades, caracteristicas y funcionalidades del productos hacen que su capacidad de 9kg junto a su moderno diseno, optimicen un lavado adecuado y eficiente",5.0
ripley,hogar,309990.0,hola vi esta lavadora en lnstagram y le pregunte a una amiga que la tiene y me la recomendo y yo la recomiendo al 100 excelente producto lava rapido y muy bien,5.0
ripley,hogar,379990.0,"Excelente Silencioso, espacioso Una gran ayuda para liberar tiempo destinado a lavar platos",5.0
ripley,tecnologia,49990.0,"Hasta los momentos ha funcionado bien, la bateria le dura al rededor de 6 dias con monitoreo de sueno, el GPS funciona correctamente, no hace revision de estres Hay gran variedad de caras para personalizarlo",5.0
ripley,tecnologia,129990.0,"Me gusta es bonito, pero la bateria no me dura ni 25 horas y eso que no lo uso mucho Lo debo cargar todos los dias Mi anterior smartwatch duraba minimo 3 dias",3.0
ripley,tecnologia,179990.0,El reloj es super bueno nada que decir,5.0
ripley,hogar,289990.0,Demasiado Comodo!!,5.0
ripley,hogar,299990.0,"Buen producto, es amplio y bastante comodo Tiene varios tipos de masajes ",5.0
ripley,hogar,319990.0,Tal cual se ve en la foto! Es muy comodo y facil de abrir!,5.0
ripley,hogar,529990.0,"El sofa es muy lindo, grande y buena calidad, comodo, el unico problema es que en la imagen se ve un beige, cafe clarito y mas que dice color arena, eso pense, pero al llegar es un color gris, no es feo, pero lo compre pensando q era otro color, solo eso",5.0
ripley,moda,13990.0,"El pantalon es bello, pero muy grande Normalmente soy talla 40 en index, pero este me queda demasiado grande Hay que comprar una talla menos",3.0
ripley,moda,17490.0,"Muy lindo, pero pequeno, pedi talla 38 y no me cierra, creo que me hubiese quedo una talla 40- 42 Tengo 70 de cintura y 94 de caderas",5.0
ripley,moda,6990.0,"Tela muy delgada, para que quede bien pidan una talla mas",3.0
ripley,belleza,35990.0,"buen producto, original en perfecto estado",5.0
ripley,tecnologia,20990.0,"Lindos cuadros, las medidas son 30 x 80 La pluma es verde oscura, no negra como se ve en la foto Pero es igual de lindo, los tonos dorados le dan un toque muy chic",5.0
ripley,moda,4190.0,"Tal cual la foto, pedir una talla menos Regularmente soy talla M, pedi una S y me quedo perfecto",5.0
ripley,moda,11890.0,"lindo suave, tal cual como en la foto",5.0
ripley,tecnologia,339990.0,Buen producto,5.0
ripley,tecnologia,409990.0,"Es muy buen producto y sirve para muchas actividades practicas, para trabajar y para jugar juegos con pocos requisitos",5.0
ripley,tecnologia,399990.0,"Pesimo producto Lento, se demora en abrir aplicaciones y cuando tiene mas de 3 ventanas se pega Fui a la tienda a devolver dentro del plazo correspondiente y dicen que no se puede porque el producto esta abierto Donde esta la politica de devoluciones que dicen tener  ",1.0
ripley,tecnologia,449990.0,"El color es igual a las fotos que se muestran (el color del teclado es el color de todo el notebook), es muy rapido, con gran almacenamiento y la carga es rapida hasta el 60%, me dio la sensacion que luego se vuelve un poco mas lento, pero tendria que fijarme mejor ",5.0
ripley,tecnologia,479990.0,Excelente compra!,5.0
ripley,tecnologia,429990.0,"Exelente equipo estoy muy conforme, es muy rapido, buscaba algo asi lo recomiendo, nada que decir el sonido del ventilador naaaa ni siquiera se oye un producto con las 3b",5.0
ripley,tecnologia,509990.0,"Fallo a los 3 dias de uso, se pego el computador y se empezo a escuchar como chicharra, si bien paro de escucharse asi a los minutos, no podia abrir la ventana que da la opcion para apagarlo y tuve apagarlo de la tecla directamente, esto considerando que esta NUEVO",3.0
ripley,tecnologia,419990.0,"El equipo es bonito, buen performance para navegacion basica internet, pero no cumple las especificaciones tecnicas de conectividad wifi, viene con adaptador de red 80211 b/g/n pero no supera los 50 Mbps, ideal para conecciones internet -100mbps Por menos dinero obtienes un equipo con el mismo rendimiento",3.0
ripley,tecnologia,189990.0,"La compre hace 1 semana y se atasco el carril, lo otro que dice que es impresion continua pero aun usa cartuchos, malisima",1.0
ripley,tecnologia,439990.0,"Excelente equipo No le tenia demasiada fe, ya que el procesador es Core i3, y el anterior que tuve, era i5 Sin embargo, es mucho mas rapido que el anterior, ya que el procesador es de ultima generacion (10 ), y mi otro notebook era de 8  generacion Suma ademas que el almacenamiento es SSD, lo que hace que aun mas rapido al equipo, y su capacidad de 512 GB es suficiente para cualquier uso domestico",5.0
ripley,tecnologia,459990.0,"Tremendo notebook! Quede encantado, hasta ahora solo buenos comentarios",5.0
ripley,tecnologia,119990.0,Es la peor impresora que existe Presenta fallas pasado el ano de uso Ni por nombrar el servicio tecnico de la marca esa Si no me creen busquen comentarios en algun buscador o ingresen al Twitter de la marca No la compren,1.0
ripley,tecnologia,159990.0,Excelente producto,5.0
ripley,tecnologia,209990.0,"Excelente tablet para  la U, facil de manejar y tomar notas rapidas con el spen Y su tamano y peso genial super transportable",5.0
ripley,hogar,279990.0,Es hermosa el armado es un poco complicado pero aun asi vale la pena,5.0
ripley,hogar,159990.0,"mala calidad, no lo recomiendo se sienten los resortes",1.0
ripley,hogar,269990.0,"Pesima compra ,al segundo mes ya se sentia diferencia en el colchon,y ya hasta sentarse las tablas suenan ,de ortopedica nada solo al principio ,malisima calidad ,pensando por la marca seria buena pero error no la recomiendo para NADA ",1.0
ripley,hogar,33990.0,"Las compre pensando que eran como las de 300 hilos y gran error, son duras como lija! Es como si fuesen de otra marca, realmente no las recomiendo Mejor ahorren un poco mas y compren las de 300, esas son un lujo",1.0
ripley,hogar,27990.0,Muy buena calidad y textura,5.0
ripley,hogar,25990.0,"Excelente producto, demasiado conforme con esta compra",5.0
ripley,hogar,12790.0,"muy bueno, era lo que buscaba, una almohada que no fuera de pluma ni viscoelastica, que mantuviera la forma para las almohadas de fuera de la cama, con las medidas precisas y con la anchura ideal!",5.0
ripley,hogar,5990.0,"Es muy comoda, mas firme que la almohada tipica de supermercado, pero no es dura La recomiendo!",5.0
ripley,hogar,6990.0,Son muy blandas ( primera impresion) una vez usadas mi espalda las amo Compre 2 y luego 2 mas Muy bien !!,5.0
ripley,hogar,9990.0,Comoda para dormir,5.0
ripley,hogar,179990.0,"Mala calidad menos de un mes de uso y ya tiene problemas con los resortes ,",1.0
ripley,hogar,189990.0,"buen producto, llego antes de la fecha estimada",5.0
ripley,hogar,329990.0,Excelente producto super comodo es todo lo que dice lo unico malo es que cruje donde la base es separada,5.0
ripley,hogar,429990.0,Buen colchon Estilo memory foam resistente,5.0
ripley,hogar,339990.0,"La compre, y Facil  de armar Era lo que esperabamos, muy comoda Ideal para un descaso pleno",5.0
ripley,hogar,539990.0,Maravillosa lejos la mejor cama que he tenido muy recomendable,5.0
ripley,hogar,119990.0,"blando en justa medida, lo malo es que no me di cuenta del tamano y quedo corto en mi cama, lo demas muy bueno",5.0
ripley,hogar,139990.0,"Pense que seria mas blando, envio recibido justo en la fecha de despacho, el colchon viene con una funda lavable",3.0
ripley,hogar,169990.0,"En mi cama de dos plaza,, lo malo es que se sienten los resortes un poco incomodo",3.0
ripley,hogar,47990.0,"Lo unico malo es que al sacarlas de la bolsa venian super super sucias, tanto las fundas como las almohadas en si, se nota que las tenian almacenadas hace tiempo, no las devuelvo por la lata del tramite nomas",1.0
ripley,hogar,29990.0,Plumas de muy mala calidad que dan una apariencia irregular y consistencia demasiado blanda a las almohadas  No es lo que se espera de una marca del prestigio de Cic,1.0
ripley,hogar,33990.0,El producto es bastante simple y cumple con lo senalado en la descripcion Recomendable,5.0
ripley,hogar,83990.0,"Buen acabado, facil de armar",5.0
ripley,hogar,17190.0,Es un buen producto,5.0
ripley,hogar,229990.0,"Recomendable, es silenciosa y aspira por toda la casa Ademas el control por wifi es genial Otro punto es que la puedes programar para que aspire los dias/horas de la semana que desees, genial",5.0
ripley,hogar,309990.0,"Acabo de comprar esta lavadora, es maravillosa, lava muy bien, es silenciosa, binita, quede maravillada La marca excelente, tengo una secadora misma marca hace 4 anos y ningun problema",5.0
ripley,tecnologia,49990.0,"Excelente producto, podria si incluir otras funciones disponible en huawei health como son la medicion de estres Pero es bastante completo Lo recomiendo",5.0
ripley,tecnologia,129990.0,"con respecto al diseno y usos nada que decir realmente lo ame, lo malo es su bateria con suerte dura 1 dia  al principio me duraba 3 dias maximo y con 4 meses de uso bajo su rendimiento",3.0
ripley,tecnologia,179990.0,"MUY LINDO, ERA LO QUE ESPERABA BUENA COMPRA",5.0
ripley,hogar,319990.0,"Muy buen Producto Buenisima relacion precio- Calidad Como dicen algunos es un Cafe mas oscuro  que lo mostrado en la pagina, pero esta",5.0
ripley,hogar,529990.0,"Es hermoso y muy comodo, no se arrepentira",5.0
ripley,moda,13990.0,"El pantalon es comodo y mucho mas holgado que en la foto Recomiendo pedir una talla menos, ya que al tener elastico en la cintura da muchisimo, compre talla 36 y me queda muy suelto, da perfectamente para 38",5.0
ripley,moda,17490.0,"Es tal cual la foto en cuanto a color, pero muy pequeno en la talla, soy 38-40, compre 40 y me quedo chico, creo que necesitaria 2 tallas mas para que me quede bueno ",3.0
ripley,tecnologia,20990.0,"Hermosos cuadros, con toques dorados hacen que se vea armonico, considerar que son grandes, no estan las medidas pero miden cerca del metro de largo por unos 35 de ancho cada uno ",5.0
ripley,moda,4190.0,El gris es mas oscuro de lo que se ve en la foto,3.0
ripley,moda,11890.0,"lindo, la talla L me quedo perfecto como se ve en la foto",5.0
ripley,tecnologia,399990.0,"llevo casi una semana con este PC, es liviano y portatil Hasta el momento tiene 2 cosas negativas, su bateria se va rapido, sobre todo utilizando internet Su camara es bastante deficiente (cosa q se menciona), pero es bastante rapido  Tiene un buen procesador a pesar de ser basico dentro del fuerte de AMD  La verdad estoy bastante conforme con la compra, ya que lo compre cuando el precio estaba en oferta",5.0
ripley,tecnologia,479990.0,"Excelente muy rapido, la bateria dura mucho, el teclado iluminado ayuda mucho para los que trabajamos hasta tarde Me encanto",5.0
ripley,tecnologia,429990.0,"Lo Bueno: Computador liviano y rapido por el SSD y procesador de ultima generacion Lo malo: esteticamente los materiales no son los mejores (teclado gris delicado que con el uso en el tiempo tendera a romperse), la pantalla no tiene gran definicion y tiene problemas con el contraste, pero para tareas de ofimatica e internet es mas que suficiente La tecla enter es cuadrada, por lo que si vienes de un teclado estandar te puede costar acostumbrarte al principio En resumen buen producto y relacion calidad precio",5.0
ripley,tecnologia,509990.0,"Lo recibi antes de la fecha descrita en la compra, y un equipo fabuloso, Super Rapido fino y elegante Excelente Compra Satisfaccion total   ",5.0
ripley,tecnologia,439990.0,"Buen producto, dos meses de uso, la bateria con un uso normal de estudio de word con paginas abiertas para investigaciones dura 4-5 horas, ahora en cuarentena con clases online dura 4-5hrs tranquilamente Para cuando juego (porque corre todo super bien) me dura 3 hrs Buen computador",5.0
ripley,tecnologia,459990.0,"El procducto es excelente, recomendado es una buena compra",5.0
ripley,tecnologia,159990.0,"Excelente producto La bateria dura mas de un dia, buen sonido, rapido Muy contento",5.0
ripley,tecnologia,209990.0,"excelente producto, sobre todo para estudiantes universitarios",5.0
ripley,hogar,279990.0,"Es lindo, y muy util, lo malo es que las especificaciones de armado no son claras, y no queda en la direccion correcta, queda hacia el lado derecho de una pared no al lado izquierdo como sale en la foto Por lo demas la recomiendo es recistente y buena",5.0
ripley,hogar,159990.0,Mala calidad,1.0
ripley,hogar,269990.0,"Pesima calidad, a las 2 semanas de usarla se rompio la base con un uso normal, hice el reclamo correspondiente por Internet, sin respuesta, fui directo a la tienda y quedaron de contactarme cosa que aun no ocurre, llevo aproximadamente durmiendo en una cama en mal estado, muy incomodo, no la recomiendo",1.0
ripley,hogar,33990.0,No llegaron a la tiendaHabia comprado blancas y este colorPero la calidad es la mismaBuenisimas,5.0
ripley,hogar,27990.0,Me gustaron muchisimo,5.0
ripley,hogar,25990.0,"Me encanto, blando y comodo",5.0
ripley,hogar,12790.0,"La almohada es alta ,pero no lo suficiente ademas le falta firmeza  para mantener estabilidad y no quedes con la cabeza en el colchon ,solo es de 800 grs poco para que mantenga su forma ",5.0
ripley,hogar,5990.0,excelente y comoda,5.0
ripley,hogar,6990.0,"Venian al vacio full planas despues cuando las abri se pusieron gorditas y esponjosas, la mejor compra que he hecho me encantaron!! Se amoldan a uno para dormir no quedan hinchadas y duras",5.0
ripley,hogar,179990.0,Muy buen producto en relacion a precio,5.0
ripley,hogar,189990.0,"La base es super inestable, con el solo hecho de sentarse en la cama, suena como catre viejo, el colchon es confortable",3.0
ripley,hogar,329990.0,"Muy buen producto, demasiado comodo y esteticamente es bella, la recomiendo 1000 %",5.0
ripley,hogar,429990.0,Excelente producto Especial para amar a tu mujer,5.0
ripley,hogar,339990.0,"muy comoda cama, ya no tengo dolores de espaldas que tenia antes",5.0
ripley,hogar,119990.0,Lo acabo de comprar y se siente muy comodo y estable Por el precio creo que es lo mejor que hay,5.0
ripley,hogar,169990.0,    ,5.0
ripley,hogar,47990.0,"Son buenas pero muy duras, te queda doliendo la oreja",3.0
ripley,hogar,29990.0,"La verdad muy malo el producto, super plana la almohada casi nada de relleno y mal olor, nada que ver con la foto que se ve rellena no es asi es, como si te pusieras una tabla en la cabeza, simple no se las recomiendo para nada",1.0
ripley,hogar,33990.0,Me regalaron uno y por eso lo estoy comprando ,5.0
ripley,hogar,229990.0,"Recien estamos probando el producto, aspira hasta lo mas minimo que esta escondido por los rincones o juntas, supero nuestras expectativas en ese sentido",5.0
ripley,hogar,309990.0,"Maravillosa la lavadora Eficiente Tiene procesos que ahorran energia Aparte del buen lavado y secado que tiene la lavadora, no enreda la ropa x el sistema que tiene Tiene buen respaldo aparte x ser una marca que fabrica Ese plus pocos lo dan",5.0
ripley,tecnologia,49990.0,"Super buen producto! Muy recomendado, facil de usar e instalar Bastante preciso en los datos de salud",5.0
ripley,tecnologia,129990.0,"Muy bueno, lo amo",5.0
ripley,tecnologia,179990.0,"Muy satisfecho con el reloj Puedo manejar redes sociales como wupp , Twitter, correos, sosafe Responder y hacer llamadas a mis contactos, puedo ver todos los msjes que ingresan Con la aplicacion de mi celular Galaxy Wearable puedo editar todo lo del reloj, instalar todo lo que requiero y que aplicaciones den alertas En el auto tuve que darle opcion  al Bluetooth del celular que enlazara al celular ya que reconocio primero al reloj Luego quedaron ambos sincronizados con el auto Lo biometrico funciona bien tambien  Recomendable 100% el reloj, cumple con las expectativas que analice antes de comprarlo Es grande pero se gana en pantalla de buenas proporciones para visualizar mejor Y puedo responder con frases auto definidas y tb escribir con el teclado que me abre en wupp y correo",5.0
ripley,hogar,319990.0,Increible precio y excelente calidad El color es mas lindo presencial,5.0
ripley,moda,17490.0,Es hermoso me transporte a lo 80 lo unico malo que debe ser como dos tallas mas ya que la cintura es demaciado pequena y eso que yo tengo 67 de cintura encargue un 36 pero dbe ser como 40 para que me cruce pero es hermoso lo cambiare por un 40 y listo,5.0
ripley,moda,11890.0,Demasiado lindo y suave! Lo compre en los 2 colores y mis hijas quedaron felices,5.0
ripley,tecnologia,399990.0,"Funcional a actividades basicas, como procesador de texto o explorador de internet Bateria se descarga rapido y es un poco lento para abrir aplicaciones Un detalle que no me agrado para nada fue que boton de encendido/apagado queda en misma zona que las demas teclas, lo que hace que uno lo apriete sin querer (igual solo se suspende, no se apaga)",3.0
ripley,tecnologia,479990.0,"Enciende rapido, es liviano y se puede trabajar muy bien con el para trabajar y estudiar Excelente compra, recomendado",5.0
ripley,tecnologia,429990.0,Simplemente espectacular hasta viene con otra ranura para agregar otra ram que recomiendo totalmente,5.0
ripley,tecnologia,509990.0,"Excelente, cumple todas las expectativas, es super liviano y comodo, es rapido no se ha pegado, carga super rapido y la bateria dura bastante",5.0
